1,Enchantment,1 Action,,No,No,"                                 Cleric

                                                                Paladin

                                                            ",Players Handbook

5,Divination,1 Minute,,Yes,No,"                                 Cleric

                                                            ",Players Handbook

5,Divination,1 Minute,,Yes,No,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

1,Enchantment,1 Bonus Action,,No,Yes,"                                 Paladin

                                                            ",Players Handbook

1,Divination,1 Action,,Yes,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                            ",Players Handbook

5,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

4,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Conjuration,1 Action,,No,Yes,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

3,Conjuration,1 Action,,No,No,"                                 Ranger

                                                            ",Players Handbook

7,Conjuration,1 Minute,,No,Yes,"                                 Cleric

                                                            ",Players Handbook

5,Conjuration,1 Minute,,No,Yes,"                                 Druid

                                                                Wizard

                                                            ",Players Handbook

6,Conjuration,1 Minute,,No,Yes,"                                 Druid

                                                                Warlock

                                                            ",Players Handbook

4,Conjuration,1 Minute,,No,Yes,"                                 Druid

                                                                Wizard

                                                            ",Players Handbook

5,Conjuration,1 Action,,No,No,"                                 Ranger

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,Yes,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

5,Divination,1 Minute,,Yes,No,"                                 Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Necromancy,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

6,Evocation,10 Minutes,,No,No,"                                 Wizard

                                                            ",Players Handbook

2,Evocation,1 Action,,No,No,"                                 Cleric

                                                                Wizard

                                                            ",Players Handbook

4,Transmutation,1 Action,,No,Yes,"                                 Cleric

                                                                Druid

                                                                Wizard

                                                            ",Players Handbook

8,Transmutation,10 Minutes,,No,Yes,"                                 Cleric

                                                                Druid

                                                                Wizard

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,No,"                                 Ranger

                                                            ",Players Handbook

3,Abjuration,Special,,No,No,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Conjuration,1 Action,,No,No,"                                 Cleric

                                                                Paladin

                                                            ",Players Handbook

1,Transmutation,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

6,Necromancy,1 Minute,,No,No,"                                 Cleric

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Illusion,1 Minute,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Evocation,1 Action,,No,Yes,"                                 Paladin

                                                            ",Players Handbook

1,Evocation,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                            ",Players Handbook

0,Evocation,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Evocation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,No,"                                 Druid

                                                                Ranger

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Evocation,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                                Sorcerer

                                                            ",Players Handbook

4,Abjuration,1 Action,,No,No,"                                 Cleric

                                                                Paladin

                                                            ",Players Handbook

7,Evocation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

8,Conjuration,1 Action,,No,No,"                                 Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Evocation,1 Action,,No,No,"                                 Paladin

                                                            ",Players Handbook

1,Divination,1 Action,,No,Yes,"                                 Cleric

                                                                Paladin

                                                            ",Players Handbook

1,Divination,1 Action,,Yes,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

1,Divination,1 Action,,Yes,Yes,"                                 Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                            ",Players Handbook

2,Divination,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

1,Illusion,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

6,Transmutation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

5,Abjuration,1 Action,,No,Yes,"                                 Cleric

                                                                Paladin

                                                            ",Players Handbook

3,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

1,Enchantment,1 Action,,No,No,"                                 Bard

                                                            ",Players Handbook

4,Divination,1 Action,,Yes,No,"                                 Cleric

                                                            ",Players Handbook

1,Evocation,1 Bonus Action,,No,Yes,"                                 Paladin

                                                            ",Players Handbook

7,Evocation,1 Bonus Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

4,Enchantment,1 Action,,No,Yes,"                                 Druid

                                                                Sorcerer

                                                            ",Players Handbook

8,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

6,Conjuration,1 Minute,,Yes,No,"                                 Wizard

                                                            ",Players Handbook

5,Illusion,1 Minute,,No,No,"                                 Bard

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

0,Transmutation,1 Action,,No,No,"                                 Druid

                                                            ",Players Handbook

8,Evocation,1 Action,,No,Yes,"                                 Cleric

                                                                Druid

                                                                Sorcerer

                                                            ",Players Handbook

0,Evocation,1 Action,,No,No,"                                 Warlock

                                                            ",Players Handbook

3,Transmutation,1 Action,,No,Yes,"                                 Paladin

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Sorcerer

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

1,Conjuration,1 Bonus Action,,No,Yes,"                                 Ranger

                                                            ",Players Handbook

1,Conjuration,1 Action,,No,Yes,"                                 Druid

                                                            ",Players Handbook

2,Enchantment,1 Action,,No,No,"                                 Bard

                                                                Warlock

                                                            ",Players Handbook

7,Transmutation,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,Yes,"                                 Wizard

                                                            ",Players Handbook

1,Transmutation,1 Bonus Action,,No,Yes,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

6,Necromancy,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Transmutation,10 Minutes,,No,No,"                                 Wizard

                                                            ",Players Handbook

1,Evocation,1 Action,,No,Yes,"                                 Bard

                                                                Druid

                                                            ",Players Handbook

1,Necromancy,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

1,Transmutation,Special,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

8,Enchantment,1 Action,,No,No,"                                 Bard

                                                                Druid

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Necromancy,1 Action,,Yes,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Wizard

                                                            ",Players Handbook

1,Conjuration,1 Hour,,Yes,No,"                                 Wizard

                                                            ",Players Handbook

2,Conjuration,10 Minutes,,No,No,"                                 Paladin

                                                            ",Players Handbook

6,Divination,1 Minute,,No,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                            ",Players Handbook

2,Divination,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                                Ranger

                                                            ",Players Handbook

7,Necromancy,1 Action,,No,No,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

0,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

4,Evocation,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

7,Evocation,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                                Sorcerer

                                                            ",Players Handbook

3,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Evocation,1 Bonus Action,,No,Yes,"                                 Druid

                                                            ",Players Handbook

5,Evocation,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

2,Conjuration,1 Action,,No,Yes,"                                 Druid

                                                                Wizard

                                                            ",Players Handbook

6,Transmutation,1 Action,,No,Yes,"                                 Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Transmutation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

1,Conjuration,1 Action,,No,Yes,"                                 Druid

                                                                Ranger

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

6,Abjuration,10 Minutes,,Yes,No,"                                 Cleric

                                                            ",Players Handbook

7,Evocation,1 Action,,No,No,"                                 Bard

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

9,Divination,1 Minute,,No,No,"                                 Bard

                                                                Druid

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Ranger

                                                            ",Players Handbook

0,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Transmutation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

9,Conjuration,1 Action,,No,Yes,"                                 Cleric

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

5,Enchantment,1 Minute,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Wizard

                                                            ",Players Handbook

2,Necromancy,1 Action,,Yes,No,"                                 Cleric

                                                                Wizard

                                                            ",Players Handbook

4,Transmutation,1 Action,,No,Yes,"                                 Druid

                                                            ",Players Handbook

8,Transmutation,1 Action,,No,No,"                                 Bard

                                                                Warlock

                                                            ",Players Handbook

6,Abjuration,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Abjuration,1 Hour,,No,No,"                                 Bard

                                                                Cleric

                                                                Wizard

                                                            ",Players Handbook

1,Transmutation,1 Action,,No,No,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

4,Conjuration,1 Bonus Action,,No,Yes,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

1,Conjuration,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

4,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

5,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

6,Abjuration,10 Minutes,,No,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

0,Divination,1 Action,,No,Yes,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

1,Evocation,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

2,Evocation,1 Action,,No,Yes,"                                 Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

1,Conjuration,1 Bonus Action,,No,Yes,"                                 Ranger

                                                            ",Players Handbook

5,Evocation,24 Hours,,No,No,"                                 Cleric

                                                            ",Players Handbook

4,Illusion,10 Minutes,,No,No,"                                 Bard

                                                                Druid

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

6,Necromancy,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

3,Transmutation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

6,Evocation,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

1,Evocation,1 Bonus Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,Yes,"                                 Bard

                                                                Druid

                                                            ",Players Handbook

1,Evocation,Special,,No,No,"                                 Warlock

                                                            ",Players Handbook

6,Conjuration,10 Minutes,,No,No,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

1,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Paladin

                                                            ",Players Handbook

1,Enchantment,1 Bonus Action,,No,Yes,"                                 Warlock

                                                            ",Players Handbook

5,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

2,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

8,Abjuration,1 Action,,No,Yes,"                                 Cleric

                                                            ",Players Handbook

3,Conjuration,1 Action,,No,Yes,"                                 Warlock

                                                            ",Players Handbook

1,Divination,1 Bonus Action,,No,Yes,"                                 Ranger

                                                            ",Players Handbook

3,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Evocation,1 Action,,No,No,"                                 Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

1,Divination,1 Minute,,Yes,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

1,Illusion,1 Minute,,Yes,No,"                                 Bard

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

9,Abjuration,1 Minute,,No,No,"                                 Warlock

                                                                Wizard

                                                            ",Players Handbook

8,Conjuration,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

1,Necromancy,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

5,Conjuration,1 Action,,No,Yes,"                                 Cleric

                                                                Druid

                                                                Sorcerer

                                                            ",Players Handbook

2,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

1,Transmutation,1 Action,,No,No,"                                 Druid

                                                                Ranger

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

5,Divination,10 Minutes,,No,No,"                                 Bard

                                                                Cleric

                                                                Wizard

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

3,Evocation,1 Minute,,Yes,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

2,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                            ",Players Handbook

2,Transmutation,1 Action,,No,Yes,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

0,Evocation,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Transmutation,1 Bonus Action,,No,Yes,"                                 Ranger

                                                            ",Players Handbook

3,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Divination,1 Action,,Yes,No,"                                 Bard

                                                                Druid

                                                                Ranger

                                                            ",Players Handbook

4,Divination,1 Action,,No,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                                Wizard

                                                            ",Players Handbook

2,Divination,1 Action,,No,Yes,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Paladin

                                                                Ranger

                                                                Wizard

                                                            ",Players Handbook

1,Transmutation,1 Action,,No,No,"                                 Bard

                                                                Druid

                                                                Ranger

                                                                Wizard

                                                            ",Players Handbook

1,Abjuration,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

0,Conjuration,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Abjuration,1 Minute,,No,No,"                                 Cleric

                                                                Paladin

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

6,Necromancy,1 Minute,,No,No,"                                 Wizard

                                                            ",Players Handbook

1,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

2,Illusion,1 Minute,,Yes,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

2,Transmutation,1 Bonus Action,,No,Yes,"                                 Paladin

                                                                Wizard

                                                            ",Players Handbook

3,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Evocation,1 Action,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                            ",Players Handbook

9,Evocation,1 Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

3,Evocation,1 Bonus Action,,No,No,"                                 Cleric

                                                            ",Players Handbook

6,Enchantment,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

8,Conjuration,1 Action,,No,Yes,"                                 Wizard

                                                            ",Players Handbook

3,Transmutation,1 Action,,Yes,No,"                                 Cleric

                                                                Druid

                                                            ",Players Handbook

2,Evocation,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

0,Transmutation,1 Minute,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

0,Transmutation,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

9,Evocation,1 Action,,No,No,"                                 Sorcerer

                                                                Wizard

                                                            ",Players Handbook

8,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

0,Illusion,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

7,Illusion,10 Minutes,,No,No,"                                 Bard

                                                                Druid

                                                                Wizard

                                                            ",Players Handbook

2,Illusion,1 Action,,No,No,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

2,Conjuration,1 Bonus Action,,No,No,"                                 Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

5,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

2,Evocation,1 Action,,No,Yes,"                                 Druid

                                                            ",Players Handbook

4,Conjuration,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

7,Conjuration,1 Minute,,No,No,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

4,Abjuration,10 Minutes,,No,No,"                                 Wizard

                                                            ",Players Handbook

7,Evocation,1 Action,,No,Yes,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

6,Transmutation,1 Action,,No,Yes,"                                 Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

3,Abjuration,1 Action,,No,No,"                                 Bard

                                                                Ranger

                                                                Wizard

                                                            ",Players Handbook

2,Illusion,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

6,Evocation,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

4,Evocation,1 Action,,No,Yes,"                                 Wizard

                                                            ",Players Handbook

6,Enchantment,1 Action,,No,Yes,"                                 Bard

                                                                Wizard

                                                            ",Players Handbook

2,Abjuration,1 Action,,No,Yes,"                                 Druid

                                                                Ranger

                                                            ",Players Handbook

5,Transmutation,1 Action,,No,No,"                                 Wizard

                                                            ",Players Handbook

2,Illusion,1 Action,,No,Yes,"                                 Bard

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

4,Illusion,1 Action,,No,Yes,"                                 Wizard

                                                            ",Players Handbook

3,Illusion,1 Minute,,Yes,No,"                                 Wizard

                                                            ",Players Handbook

6,Conjuration,10 Minutes,,No,No,"                                 Cleric

                                                            ",Players Handbook

5,Abjuration,1 Hour,,No,No,"                                 Bard

                                                                Cleric

                                                                Druid

                                                                Wizard

                                                            ",Players Handbook

7,Conjuration,1 Action,,No,No,"                                 Cleric

                                                                Druid

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

3,Transmutation,Special,,No,No,"                                 Bard

                                                                Druid

                                                                Ranger

                                                            ",Players Handbook

0,Conjuration,1 Action,,No,No,"                                 Druid

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook

4,Transmutation,1 Action,,No,Yes,"                                 Bard

                                                                Druid

                                                                Sorcerer

                                                                Wizard

                                                            ",Players Handbook

9,Enchantment,1 Action,,No,No,"                                 Bard

                                                                Sorcerer

                                                                Warlock

                                                                Wizard

                                                            ",Players Handbook
